"Site","Rgd_Availz","NDVI_z","Alt_z","Forest_z","Rgd_Avail","NDVI","Alt","Forest"
"AI57",0.191187005,2.89366903,0.598661456,1.407847983,52.9892006,0.292031,2341.350098,22042
"AI58",-0.115898585,3.702343245,0.223102962,3.425003275,49.110199,0.337246,2162.26001,45862
"AJ18",0.072643451,-0.984146947,-1.16551294,-0.451627075,51.4917984,0.0752126,1500.079956,84
"AJ19",1.269786127,-0.84397973,-0.892163996,-0.458740469,66.6137009,0.0830497,1630.430054,0
"AJ20",1.945287032,-0.958344132,-1.093395816,-0.409200761,75.1464005,0.0766553,1534.469971,585
"AJ21",2.316195915,0.151777861,0.780977707,-0.194020593,79.8315964,0.138725,2428.290039,3126
"AJ22",1.298681594,-0.215456633,0.76273359,-0.404204449,66.9786987,0.118192,2419.590088,644
"AJ23",1.062244083,-0.118358495,0.816103072,-0.458740469,63.9920998,0.123621,2445.040039,0
"AJ24",0.786104806,0.348263429,1.211813803,-0.458740469,60.5040016,0.149711,2633.73999,0
"AJ25",0.634651965,0.194702071,1.946321912,-0.458740469,58.5909004,0.141125,2984,0
"AJ26",0.008954543,0.357349053,1.603749765,-0.458740469,50.6873016,0.150219,2820.639893,0
"AJ27",-0.096297009,-0.481497304,0.07113077,-0.458740469,49.3577995,0.103317,2089.790039,0
"AJ28",0.765505736,-0.0024989,0.749815516,-0.458740469,60.2438011,0.130099,2413.429932,0
"AJ29",0.926671938,-0.187609552,1.691804317,-0.458740469,62.2795982,0.119749,2862.629883,0
"AJ30",-0.712565847,-0.841813846,-0.3521563,-0.458740469,41.5732994,0.0831708,1887.939941,0
"AJ36",0.506846233,-0.256127321,0.06865641,-0.454167573,56.9765015,0.115918,2088.610107,54
"AJ38",1.318449578,0.292068485,0.835773031,-0.309274513,67.2284012,0.146569,2454.419922,1765
"AJ39",-0.83846358,-0.227081939,-0.38931573,-0.458740469,39.9830017,0.117542,1870.219971,0
"AJ40",-0.643303326,-0.372827514,-0.479404346,-0.458740469,42.4482002,0.109393,1827.26001,0
"AJ42",-0.94099959,0.00780291,0.297484793,-0.458740469,38.6878014,0.130675,2197.729981,0
"AJ43",-0.444240087,0.068594321,0.504462217,-0.458740469,44.9626999,0.134074,2296.429932,0
"AJ44",0.204874918,0.656512906,0.878636851,-0.458740469,53.1621017,0.166946,2474.860107,0
"AJ45",-0.688412297,0.649931193,1.290892977,-0.458740469,41.8783989,0.166578,2671.449951,0
"AJ46",-0.3913176,0.645459922,0.928231566,-0.458740469,45.6311989,0.166328,2498.51001,0
"AJ47",-0.27675615,0.86465955,1.041261641,-0.458740469,47.0783005,0.178584,2552.409912,0
"AJ49",-1.35917913,0.620188294,0.545669296,-0.458740469,33.4054985,0.164915,2316.080078,0
"AJ50",-1.156347297,0.602571483,0.112022987,-0.458740469,35.9676018,0.16393,2109.290039,0
"AJ51",-0.08412903,0.900984162,0.250951671,-0.458740469,49.5115013,0.180615,2175.540039,0
"AJ52",-0.368921364,1.251227823,0.701311302,-0.458740469,45.9141006,0.200198,2390.300049,0
"AJ53",0.309738113,1.153915064,1.506950733,-0.322400418,54.4866982,0.194757,2774.479981,1610
"AJ54",1.564418954,1.471500556,1.180610142,0.248788181,70.3354034,0.212514,2618.860107,8355
"AJ55",0.954126899,1.00627367,1.49266979,-0.069705565,62.6264,0.186502,2767.669922,4594
"AJ56",2.273969178,0.777523405,1.473712496,0.078574826,79.2982025,0.173712,2758.629883,6345
"AJ57",2.002492708,1.98653741,0.993596037,0.973930951,75.8690033,0.241311,2529.679932,16918
"AJ58",1.164376631,1.316544161,1.198749305,1.074449982,65.2822037,0.20385,2627.51001,18105
"AJ59",-0.175344465,3.653445416,0.452896411,3.409929654,48.3592987,0.334512,2271.840088,45684
"AJ60",-0.081207831,3.921507102,-0.017364334,3.019201085,49.5484009,0.3495,2047.589966,41070
"AK19",0.725985785,-0.557383729,-1.65248675,-0.314101458,59.7445984,0.099074,1267.859985,1708
"AK20",0.507883278,-0.068530642,-1.733013012,-0.0285495,56.9896011,0.126407,1229.459961,5080
"AK21",0.297063684,-1.29922495,-1.094129727,-0.367790646,54.3265991,0.0575958,1534.119995,1074
"AK22",0.445650592,-1.118258273,-0.800376913,-0.458740469,56.2034988,0.0677141,1674.199951,0
"AK23",0.794765416,-0.320996532,0.204606954,-0.458740469,60.6133995,0.112291,2153.439941,0
"AK24",0.966334436,-0.437482104,0.189424429,-0.458740469,62.7806015,0.105778,2146.199951,0
"AK27",0.070347688,0.333704968,1.514038984,-0.458740469,51.4627991,0.148897,2777.860107,0
"AK28",-0.029567915,-0.094946916,0.799095879,-0.458740469,50.2006989,0.12493,2436.929932,0
"AK29",-0.559656484,-0.272903533,1.075862747,-0.458740469,43.5047989,0.11498,2568.909912,0
"AK30",-0.299397611,-0.960531478,-0.233317136,-0.458740469,46.7923012,0.076533,1944.609985,0
"AK31",-0.844543642,-1.009713679,-0.36759046,-0.458740469,39.9062004,0.0737831,1880.579956,0
"AK32",0.2182696,-0.255125756,0.214693824,-0.458740469,53.3312988,0.115974,2158.25,0
"AK33",0.424964551,-0.5146026,-0.529062289,-0.458740469,55.9421997,0.101466,1803.579956,0
"AK36",-0.75858503,-1.067360892,-0.956270552,-0.458740469,40.9920006,0.0705599,1599.859985,0
"AK37",0.20643442,0.030463315,0.301280553,-0.458740469,53.1818008,0.131942,2199.540039,0
"AK38",-0.121329359,0.748281288,1.019641581,-0.458740469,49.0415993,0.172077,2542.100098,0
"AK42",-0.650388727,-0.414535538,-0.352869221,-0.458740469,42.3586998,0.107061,1887.599976,0
"AK43",0.034493342,-0.285262128,-0.30310658,-0.458740469,51.0098991,0.114289,1911.329956,0
"AK44",-0.714687357,0.067592756,0.403888417,-0.458740469,41.5465012,0.134018,2248.469971,0
"AK45",-0.563210964,0.30326455,0.772715505,-0.458740469,43.4598999,0.147195,2424.350098,0
"AK46",-0.29464784,0.233780986,0.496703284,-0.458740469,46.8522987,0.14331,2292.729981,0
"AK47",-0.710705252,0.514630509,0.703890616,-0.458740469,41.5968018,0.159013,2391.530029,0
"AK48",-0.504081876,0.373696023,0.672917342,-0.458740469,44.2067986,0.151133,2376.76001,0
"AK49",-0.808713158,0.299669647,0.534114603,-0.458740469,40.358799,0.146994,2310.570068,0
"AK50",-0.312697768,0.438726199,0.373816726,-0.458740469,46.6242981,0.154769,2234.129883,0
"AK51",-1.123461872,0.817460805,0.37851458,-0.458740469,36.3829994,0.175945,2236.370117,0
"AK52",-0.397595467,1.149855149,0.290418046,-0.458740469,45.551899,0.19453,2194.360107,0
"AK53",0.031754249,1.05967854,0.243066792,-0.458740469,50.9752998,0.189488,2171.780029,0
"AK54",1.33987188,1.351330656,0.905856347,-0.001874273,67.4990005,0.205795,2487.840088,5395
"AK55",1.340077847,1.43442477,1.384316066,-0.23365236,67.5016022,0.210441,2716,2658
"AK56",2.894441785,0.859437104,1.70740666,-0.329090396,87.1358032,0.178292,2870.070068,1531
"AK57",2.312222265,1.311482682,1.553358423,-0.151763646,79.7814026,0.203567,2796.610107,3625
"AK58",1.372013199,1.857907864,1.310437502,0.470065544,67.9049988,0.234119,2680.77002,10968
"AK59",0.173968464,3.2734052,0.371342366,1.973532171,52.7717018,0.313263,2232.949951,28722
"AK60",0.615010822,3.326184092,0.222033452,2.162714577,58.3428001,0.316214,2161.75,30956
"AL21",-0.866219324,-1.266144693,-1.652402787,-0.458740469,39.6324005,0.0594454,1267.900024,0
"AL22",-0.24075142,-1.445229859,-1.221419755,-0.458740469,47.5331001,0.0494323,1473.420044,0
"AL23",0.885790598,-1.174608817,-0.606547694,-0.458740469,61.7631989,0.0645634,1766.630005,0
"AL24",0.596549278,-0.989920253,-0.642490935,-0.458740469,58.1096001,0.0748898,1749.48999,0
"AL27",0.112567173,0.136647078,1.50548291,-0.458740469,51.9961014,0.137879,2773.780029,0
"AL28",0.073625237,-0.408096906,0.865970668,-0.458740469,51.5042,0.107421,2468.820068,0
"AL29",-0.312167165,-0.476435824,0.515597605,-0.458740469,46.6310005,0.1036,2301.73999,0
"AL30",-0.38261713,-0.719331404,-0.031519332,-0.458740469,45.7411003,0.0900191,2040.839966,0
"AL31",-0.569797469,-1.153951541,-0.909464549,-0.458740469,43.3767014,0.0657184,1622.180054,0
"AL37",-0.464664904,-0.94503405,-0.886984377,-0.458740469,44.7047005,0.0773995,1632.900024,0
"AL38",-0.325839078,0.104328725,0.341292178,-0.400647752,46.4583015,0.136072,2218.620117,686
"AL39",-1.64335373,-0.332353562,0.03533421,-0.458740469,29.8159008,0.111656,2072.719971,0
"AL47",-0.506607157,0.486372072,0.700703079,-0.458740469,44.1749001,0.157433,2390.01001,0
"AL48",-0.953017177,0.298596542,0.796726473,-0.458740469,38.5359993,0.146934,2435.800049,0
"AL49",-0.828599518,0.26135979,0.626992442,-0.458740469,40.1076012,0.144852,2354.860107,0
"AL50",0.431709609,0.207060666,0.151132517,-0.458740469,56.027401,0.141816,2127.939941,0
"AL51",-0.186245571,0.669175547,0.383694199,-0.458740469,48.2215996,0.167654,2238.840088,0
"AL52",0.328651141,0.724261616,0.157318673,-0.458740469,54.7256012,0.170734,2130.889893,0
"AL54",-0.262759592,0.931585546,0.411920231,-0.445106464,47.2551003,0.182326,2252.300049,161
"AL55",1.242046081,1.240765047,1.540042035,-0.311560961,66.263298,0.199613,2790.26001,1738
"AL56",1.534248461,1.74317503,1.378171891,-0.077835159,69.9542999,0.227704,2713.070068,4498
"AL57",1.657288415,1.76476233,1.361940847,-0.107050884,71.5084991,0.228911,2705.330078,4153
"AL58",0.710255472,1.85508202,1.262729916,-0.269558063,59.5458984,0.233961,2658.02002,2234
"AL59",1.089730749,2.659284963,0.81060859,1.397770675,64.3393021,0.278926,2442.419922,21923
"AL60",0.107429029,2.99538152,0.384889141,3.504436174,51.9311981,0.297718,2239.409912,46800
"AL61",0.349590562,3.124458194,0.590398742,4.229155527,54.9901009,0.304935,2337.409912,55358
"AL62",-0.117006911,4.477679657,0.269195788,3.854347411,49.096199,0.380597,2184.23999,50932
"AL66",-1.101873162,2.015314516,-0.522854886,-0.458740469,36.6557007,0.24292,1806.540039,0
"AL67",-1.054840486,2.229506319,-0.320050545,-0.348567546,37.2498016,0.254896,1903.25,1301
"AL68",-1.312304692,1.680416259,-0.484017725,-0.458740469,33.9976006,0.224195,1825.060059,0
"AM26",0.072144854,-0.683657809,-0.07438264,-0.441973183,51.4855003,0.0920137,2020.400024,198
"AM27",0.866173307,0.438851395,0.784794457,-0.455776555,61.5153999,0.154776,2430.110107,35
"AM29",-0.49583259,-0.246326293,0.830279061,-0.458740469,44.3110008,0.116466,2451.800049,0
"AM38",0.614203288,0.484977035,0.32308953,-0.248302564,58.3325996,0.157355,2209.939941,2485
"AM39",-0.24743305,0.099553407,0.98109778,-0.443582165,47.4487,0.135805,2523.719971,179
"AM40",-0.108140343,-0.367068516,0.700094857,-0.424782481,49.2081985,0.109715,2389.719971,401
"AM41",-1.346646948,-0.222986254,0.237404895,-0.458740469,33.5638008,0.117771,2169.080078,0
"AM48",-0.38589468,0.194755726,0.607951185,-0.458740469,45.6996994,0.141128,2345.780029,0
"AM49",-0.692069756,0.40283083,0.583101095,-0.458740469,41.8321991,0.152762,2333.929932,0
"AM50",-0.000276229,0.666671635,-0.078010472,-0.458740469,50.5707016,0.167514,2018.670044,0
"AM51",-0.16036612,-0.026464917,-0.113555399,-0.458740469,48.5485001,0.128759,2001.719971,0
"AM52",-0.50869727,0.561417897,0.648969347,-0.458740469,44.1484985,0.161629,2365.340088,0
"AM53",-0.343501242,1.001838168,0.742329463,-0.458740469,46.235199,0.186254,2409.860107,0
"AM55",0.229171015,1.491853785,0.819940814,-0.318250938,53.4690018,0.213652,2446.870117,1659
"AM56",0.607901568,1.578560688,0.63980505,-0.222812902,58.2529984,0.2185,2360.969971,2786
"AM57",0.590596047,1.417004696,1.350952395,-0.15472756,58.0344009,0.209467,2700.090088,3590
"AM58",0.273195219,1.592743562,1.306432346,-0.441973183,54.0251007,0.219293,2678.860107,198
"AM59",1.188451054,1.854885284,1.283134043,0.375728391,65.5863037,0.23395,2667.75,9854
"AM60",0.964062226,1.547029279,1.263191203,0.650102158,62.7518997,0.216737,2658.23999,13094
"AM61",-0.36937254,1.927767014,0.617408841,0.041906973,45.9084015,0.238025,2350.290039,5912
"AM62",-0.512512975,2.044377782,0.110953478,-0.26896528,44.1002998,0.244545,2108.780029,2241
"AM63",-0.368494041,1.770574983,-0.10978063,-0.400986485,45.9194984,0.229236,2003.52002,682
"AM67",-1.149562981,0.648643467,-0.428907794,-0.458740469,36.053299,0.166506,1851.339966,0
"AN27",0.958085142,-0.773362252,-0.30201608,-0.458740469,62.6763992,0.0869981,1911.849976,0
"AN28",0.984605729,0.414509791,0.700891997,-0.458740469,63.0113983,0.153415,2390.100098,0
"AN29",-0.197930359,-0.145114585,0.861965,-0.458740469,48.0740013,0.122125,2466.909912,0
"AN30",-0.656389363,-0.386366525,1.136802758,-0.458740469,42.2829018,0.108636,2597.969971,0
"AN31",0.662771613,-0.209250507,0.507838672,-0.458740469,58.9460983,0.118539,2298.040039,0
"AN35",0.135335166,-0.816467101,-1.104069661,-0.450780243,52.283699,0.084588,1529.380005,94
"AN36",1.815011277,-0.797498177,-1.428250499,0.481497784,73.5008011,0.0856486,1374.790039,11103
"AN38",0.382135636,-0.075577366,-0.640330926,-0.344079333,55.4011993,0.126013,1750.52002,1354
"AN39",-0.187504289,-0.15634642,0.261793187,-0.437400287,48.2056999,0.121497,2180.709961,252
"AN40",0.075240306,-0.596941964,0.147651621,-0.458740469,51.524601,0.0968622,2126.280029,0
"AN41",0.031904649,-0.065239786,0.430940498,-0.458740469,50.9771996,0.126591,2261.370117,0
"AN42",-0.358922609,0.571773363,0.926281465,-0.458740469,46.0404015,0.162208,2497.580078,0
"AN56",-0.201857198,0.701654865,0.167321579,-0.423850966,48.0243988,0.16947,2135.659912,412
"AN57",-0.118962323,1.306957754,0.678096962,-0.447477595,49.0714989,0.203314,2379.229981,133
"AN58",-0.185889221,1.374241452,1.060302898,-0.322654468,48.2261009,0.207076,2561.48999,1607
"AN59",-0.510145939,1.526193153,1.036501327,-0.425036531,44.1301994,0.215572,2550.139893,398
"AN60",-0.433006482,1.55944153,0.744321546,-0.391332593,45.104599,0.217431,2410.810059,796
"AN61",-0.69390649,1.86330916,0.546528897,-0.43020221,41.8089981,0.234421,2316.48999,337
"AN62",-1.156481991,1.697729023,0.116447448,-0.458740469,35.9659004,0.225163,2111.399902,0
"AO17",0.283629143,-0.812099563,-0.376565583,-0.428423862,54.1568985,0.0848322,1876.300049,358
"AO18",0.398602209,-1.370257362,-1.212172007,0.213136528,55.6091995,0.0536242,1477.829956,7934
"AO26",-0.384857627,-1.403239251,-1.019957548,0.895683617,45.7127991,0.0517801,1569.48999,15994
"AO27",-0.543015658,-1.255613953,-0.711189879,0.297735107,43.7150002,0.0600342,1716.729981,8933
"AO28",0.858929661,-0.818153664,-0.361215387,-0.458740469,61.4239006,0.0844937,1883.619995,0
"AO29",0.526447509,-0.171656054,0.426892849,-0.458740469,57.2240982,0.120641,2259.439941,0
"AO30",-0.269314699,-0.137817469,1.640930697,-0.458740469,47.1722984,0.122533,2838.370117,0
"AO31",-0.83295368,-0.122829766,1.388132816,-0.458740469,40.0526009,0.123371,2717.820068,0
"AO32",-0.349208947,-0.228065619,0.821722988,-0.458740469,46.1631012,0.117487,2447.719971,0
"AO34",0.748033824,0.191697376,0.622756387,-0.458740469,60.0231018,0.140957,2352.840088,0
"AO35",0.92886503,0.446023315,0.629214912,-0.458740469,62.3073006,0.155177,2355.919922,0
"AO36",1.812232316,0.382495486,1.18660738,-0.286918131,73.4656982,0.151625,2621.719971,2029
"AO37",1.248680307,0.126416808,0.536525991,-0.331630894,66.3470993,0.137307,2311.719971,1501
"AO38",1.237604948,-0.129053777,0.022919916,-0.374819357,66.2071991,0.123023,2066.800049,991
"AO39",-0.102004706,-0.495376131,-0.52635703,-0.458740469,49.2857018,0.102541,1804.869995,0
"AO40",-0.904820909,-0.739239295,-0.714650041,-0.458740469,39.1447983,0.088906,1715.079956,0
"AO41",-1.033663694,-0.822839557,-1.315555765,-0.074701878,37.5172997,0.0842317,1428.530029,4535
"AO42",-0.020701347,-0.119664106,0.023926453,-0.458740469,50.3126984,0.123548,2067.280029,0
"AO43",0.365867176,0.669694215,1.054536047,-0.458740469,55.1957016,0.167683,2558.73999,0
"AO44",-0.245762724,-0.299337691,-0.20173564,-0.458740469,47.469799,0.113502,1959.670044,0
"AO57",-0.582574876,0.408500402,0.210415787,-0.457554904,43.2153015,0.153079,2156.209961,14
"AO58",-0.416048865,1.122741357,0.998545269,-0.457300854,45.3188019,0.193014,2532.040039,17
"AO59",-0.347419927,1.134617055,0.45509789,-0.456792754,46.1856995,0.193678,2272.889893,23
"AO60",-0.885931733,1.095824301,0.544033546,-0.458740469,39.3834,0.191509,2315.300049,0
"AO61",-0.572924626,1.413123632,0.551645544,-0.3240094,43.3372002,0.20925,2318.929932,1591
"AO62",-1.006042643,1.445030627,0.192255633,-0.458740469,37.8661995,0.211034,2147.550049,0
"AP17",2.117805825,-0.175841165,1.50468577,-0.456454021,77.3255997,0.120407,2773.399902,27
"AP18",0.606041274,-0.556661171,-0.303001626,-0.235261342,58.2294998,0.0991144,1911.380005,2639
"AP19",-0.059650836,-1.228671858,-1.526182268,2.302865375,49.8207016,0.0615406,1328.089966,32611
"AP21",-1.547713162,-1.358417434,-1.252749617,3.444649791,31.0240002,0.0542862,1458.479981,46094
"AP22",-0.728050633,-1.335624679,-1.192375847,1.090370435,41.3777008,0.0555606,1487.27002,18293
"AP23",-1.041944393,-1.284618199,-1.109941466,2.388903569,37.4127007,0.0584125,1526.579956,33627
"AP30",1.127516345,-0.522060681,1.025764765,-0.437908387,64.816597,0.101049,2545.02002,246
"AP31",-0.480870252,-0.680061118,0.078155536,-0.458740469,44.5,0.0922148,2093.139893,0
"AP32",-0.100334379,-0.465669002,0.2593818,-0.458740469,49.3068008,0.104202,2179.560059,0
"AP33",-0.822978793,-0.798995159,0.161743646,-0.458740469,40.1786003,0.0855649,2133,0
"AP35",-0.849451967,-0.967660473,0.187579282,-0.458740469,39.8442001,0.0761344,2145.320068,0
"AP38",-0.74492097,-0.413766479,0.956520571,-0.458740469,41.1646004,0.107104,2512,0
"AP39",0.133340187,0.06317514,1.09532331,-0.458740469,52.2584991,0.133771,2578.189941,0
"AP40",2.431208842,-0.282382629,1.240165781,-0.457385537,81.2844009,0.11445,2647.26001,16
"AP41",0.812403727,-0.640887412,-0.69646864,-0.45797832,60.8362007,0.0944051,1723.75,9
"AP43",0.24450541,-0.55322008,-0.689611289,-0.312153743,53.6627007,0.0993068,1727.02002,1731
"AP44",-0.348987282,-0.311553206,-0.417667708,-0.458740469,46.1659012,0.112819,1856.699951,0
"AP57",-1.302250679,0.033002998,-0.094430434,-0.458740469,34.1245995,0.132084,2010.839966,0
"AP58",-0.283350816,0.232833076,-0.101098867,-0.458740469,46.9949989,0.143257,2007.660034,0
"AP59",-0.093075026,0.476070261,0.060163309,-0.458740469,49.3984985,0.156857,2084.560059,0
"AP60",-0.398806772,0.941458114,0.32308953,-0.458740469,45.5365982,0.182878,2209.939941,0
"AP61",-0.80333765,0.576173094,-0.159060994,-0.458740469,40.4267006,0.162454,1980.02002,0
"AP62",-1.26797185,1.081623542,-0.066833359,-0.458740469,34.5575981,0.190715,2024,0
"AQ20",-0.424899735,-1.187096184,-0.87612187,-0.458740469,45.2070007,0.0638652,1638.079956,0
"AQ21",-0.776920043,-1.170461265,-0.785613692,-0.378545421,40.7603989,0.0647953,1681.23999,947
"AQ22",0.630915387,-0.898547131,-0.307237681,0.250143114,58.5437012,0.0799987,1909.359985,8371
"AQ23",-0.383345538,-1.197136872,-0.733921686,-0.458740469,45.7318993,0.0633038,1705.890015,0
"AQ24",-0.735159895,-1.245444493,-0.772045926,0.857237416,41.287899,0.0606028,1687.709961,15540
"AQ29",-0.656500195,-1.079513808,-0.189468026,-0.458740469,42.2815018,0.0698804,1965.52002,0
"AQ31",-1.134537231,-0.976050368,-1.203091674,-0.144904302,36.2430992,0.0756653,1482.160034,3706
"AQ32",-0.589177387,-0.95229003,-1.104468231,-0.347297297,43.1319008,0.0769938,1529.189941,1316
"AQ33",-0.64732499,-1.106405825,-1.095450871,0.160717589,42.3973999,0.0683768,1533.48999,7315
"AQ34",0.379729041,-0.983445851,-0.356161456,-0.454929723,55.3708,0.0752518,1886.030029,45
"AQ35",0.623172843,-0.903748115,0.047790485,-0.458740469,58.4459,0.0797079,2078.659912,0
"AQ36",0.840958852,-0.952504651,-0.100595599,-0.458740469,61.1968994,0.0769818,2007.900024,0
"AQ38",-0.30141645,-0.481050177,0.550471592,-0.458740469,46.7667999,0.103342,2318.370117,0
"AQ39",-0.51826054,-0.348485911,1.040590958,-0.458740469,44.0276985,0.110754,2552.090088,0
"AQ41",1.413702382,-0.01382016,1.092513608,-0.458740469,68.4316025,0.129466,2576.850098,0
"AQ42",-0.353072366,-0.571766916,-0.414312244,-0.458740469,46.1142998,0.0982698,1858.300049,0
"AQ43",0.007980609,-0.839553171,-0.663209668,-0.458740469,50.6749992,0.0832972,1739.609985,0
"AQ44",-0.208119057,-0.611135569,-0.483011188,-0.458740469,47.9453011,0.0960686,1825.540039,0
"AQ46",-1.102973635,-0.407345733,-0.860394094,-0.458740469,36.6417999,0.107463,1645.579956,0
"AQ58",-1.070270007,-0.242409459,-0.510587273,-0.458740469,37.0549011,0.116685,1812.390015,0
"AQ59",-0.999550964,-0.304005699,-0.276453069,-0.458740469,37.9482002,0.113241,1924.040039,0
"AQ60",-1.216046548,0.014366737,-0.39382441,-0.458740469,35.213501,0.131042,1868.069946,0
"AR23",1.25917765,-0.999892977,-0.830951616,-0.458740469,66.4796982,0.0743322,1659.619995,0
"AR25",0.382420721,-1.060090604,0.129910772,-0.366943814,55.4048004,0.0709664,2117.820068,1084
"AR27",-0.687755154,-1.067822327,-0.280353527,-0.458740469,41.8866997,0.0705341,1922.180054,0
"AR28",-0.693811364,-1.075723958,-0.283373393,-0.458740469,41.8101997,0.0700923,1920.73999,0
"AR29",-0.65316738,-0.971977933,-0.177494028,-0.458740469,42.3236008,0.075893,1971.229981,0
"AR30",1.844737839,-0.984549361,0.100342349,-0.458740469,73.876297,0.0751901,2103.719971,0
"AR33",0.519900564,-0.935689092,-1.11591797,0.324156284,57.1413994,0.077922,1523.729981,9245
"AR34",0.585276106,-0.793255835,-0.617641101,-0.340946052,57.9672012,0.0858858,1761.339966,1391
"AR35",1.180122642,-0.580138925,-0.117938134,-0.369653678,65.481102,0.0978017,1999.630005,1052
"AR37",0.487125963,-0.475988697,0.199029021,-0.415043906,56.7274017,0.103625,2150.780029,516
"AR38",1.472079194,-0.34222613,-0.120475466,-0.458740469,69.1689987,0.111104,1998.420044,0
"AR39",0.05734077,-0.215635484,0.564835987,-0.458740469,51.2985001,0.118182,2325.219971,0
"AR40",-0.647578361,-0.252675499,1.163833848,-0.458740469,42.3941994,0.116111,2610.860107,0
"AR41",1.475823935,-0.327578244,2.002983886,-0.458740469,69.216301,0.111923,3011.02002,0
"AR42",2.853172381,-0.26417561,1.801815295,-0.458740469,86.614502,0.115468,2915.090088,0
"AR43",2.159502861,-0.135349327,1.139549999,-0.458740469,77.8523026,0.122671,2599.280029,0
"AR44",-0.517064941,0.093508248,0.615479731,-0.458740469,44.0428009,0.135467,2349.370117,0
"AR45",-0.426467391,0.024793743,0.467869029,-0.458740469,45.1871986,0.131625,2278.979981,0
"AR46",-0.680361116,-0.25194221,0.043156116,-0.458740469,41.9800987,0.116152,2076.449951,0
"AR47",0.495683594,0.131120586,0.056241605,-0.458740469,56.8354988,0.13757,2082.689941,0
"AR48",0.76185613,0.019624953,-0.59098759,-0.458740469,60.1977005,0.131336,1774.050049,0
"AR50",-0.419571941,-0.650725998,-1.256587102,-0.429270694,45.2742996,0.093855,1456.650024,348
"AR51",0.445539759,0.098838004,-1.428586096,-0.458740469,56.2020988,0.135765,1374.630005,0
"AR58",-0.45028059,-0.454955835,-0.589435803,-0.458740469,44.8863983,0.104801,1774.790039,0
"AR59",-0.956326132,-0.207050642,-0.459272845,-0.458740469,38.4942017,0.118662,1836.859985,0
"AS28",1.643861726,-0.599134676,-0.929889922,-0.458740469,71.3388977,0.0967396,1612.439941,0
"AS29",0.658702536,-0.52993012,-1.180380859,-0.458740469,58.8946991,0.100609,1492.98999,0
"AS30",0.696932064,-0.725165519,-0.764161047,-0.458740469,59.3776016,0.0896929,1691.469971,0
"AS31",0.613585713,-0.987310819,-1.022264237,1.213161165,58.3247986,0.0750357,1568.390015,19743
"AS32",0.807938733,-0.631580013,-0.169923757,0.243622503,60.7798004,0.0949255,1974.839966,8294
"AS33",0.214968498,-0.336556558,0.501232699,-0.458740469,53.2896004,0.111421,2294.889893,0
"AS34",-0.83888335,-0.798680382,-0.483766091,-0.458740469,39.9776993,0.0855825,1825.180054,0
"AS36",-0.408235357,-1.023404713,-1.326124912,1.772663474,45.4174995,0.0730176,1423.48999,26350
"AS37",0.530936364,-0.928805122,-1.579048483,2.366631871,57.2807999,0.0783069,1302.880005,33364
"AS40",1.70001465,-0.020652264,0.378681994,0.464391766,72.0482025,0.129084,2236.449951,10901
"AS41",0.64039953,0.078556315,1.112602872,-0.458740469,58.6635017,0.134631,2586.429932,0
"AS42",1.119845676,-0.242874471,1.141269712,-0.458740469,64.7197037,0.116659,2600.100098,0
"AS43",-0.091428244,-0.181814784,1.427137392,-0.458740469,49.4193001,0.120073,2736.419922,0
"AS44",-0.525053011,0.347118783,1.400610082,-0.458740469,43.9418983,0.149647,2723.77002,0
"AS46",-1.153006629,-0.540906198,0.265043696,-0.458740469,36.0098,0.0999953,2182.26001,0
